accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR33937766	SRP591378	new	PRJNA1274439	SAMN48984103	MTN083-v1-stool	MTN083-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN083-v1-stool_S185_L001_R1_001.fastq.gz	MTN083-v1-stool_S185_L001_R2_001.fastq.gz				
SRR33937765	SRP591378	new	PRJNA1274439	SAMN48984104	MTN084-v1-stool	MTN084-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN084-v1-stool_S27_L001_R1_001.fastq.gz	MTN084-v1-stool_S27_L001_R2_001.fastq.gz				
SRR33937764	SRP591378	new	PRJNA1274439	SAMN48984105	MTN085-v1-stool	MTN085-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN085-v1-stool_S63_L001_R1_001.fastq.gz	MTN085-v1-stool_S63_L001_R2_001.fastq.gz				
SRR33937763	SRP591378	new	PRJNA1274439	SAMN48984106	MTN086-v1-stool	MTN086-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN086-v1-stool_S44_L001_R1_001.fastq.gz	MTN086-v1-stool_S44_L001_R2_001.fastq.gz				
SRR33937761	SRP591378	new	PRJNA1274439	SAMN48984107	MTN087-v1-stool	MTN087-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN087-v1-stool_S127_L001_R1_001.fastq.gz	MTN087-v1-stool_S127_L001_R2_001.fastq.gz				
SRR33937760	SRP591378	new	PRJNA1274439	SAMN48984108	MTN088-v1-stool	MTN088-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN088-v1-stool_S85_L001_R1_001.fastq.gz	MTN088-v1-stool_S85_L001_R2_001.fastq.gz				
SRR33937759	SRP591378	new	PRJNA1274439	SAMN48984109	MTN089-v1-stool	MTN089-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN089-v1-stool_S127_L001_R1_001.fastq.gz	MTN089-v1-stool_S127_L001_R2_001.fastq.gz				
SRR33937758	SRP591378	new	PRJNA1274439	SAMN48984110	MTN090-v1-stool	MTN090-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN090-v1-stool_S171_L001_R1_001.fastq.gz	MTN090-v1-stool_S171_L001_R2_001.fastq.gz				
SRR33937757	SRP591378	new	PRJNA1274439	SAMN48984111	MTN091-v1-stool	MTN091-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN091-v1-stool_S58_L001_R1_001.fastq.gz	MTN091-v1-stool_S58_L001_R2_001.fastq.gz				
SRR33937756	SRP591378	new	PRJNA1274439	SAMN48984112	MTN092-v1-stool	MTN092-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN092-v1-stool_S108_L001_R1_001.fastq.gz	MTN092-v1-stool_S108_L001_R2_001.fastq.gz				
SRR33937700	SRP591378	new	PRJNA1274439	SAMN48984113	MTN093-v1-stool	MTN093-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN093-v1-stool_S66_L001_R1_001.fastq.gz	MTN093-v1-stool_S66_L001_R2_001.fastq.gz				
SRR33937699	SRP591378	new	PRJNA1274439	SAMN48984114	MTN094-v1-stool	MTN094-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN094-v1-stool_S75_L001_R1_001.fastq.gz	MTN094-v1-stool_S75_L001_R2_001.fastq.gz				
SRR33937698	SRP591378	new	PRJNA1274439	SAMN48984115	MTN095-v1-stool	MTN095-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN095-v1-stool_S7_L001_R1_001.fastq.gz	MTN095-v1-stool_S7_L001_R2_001.fastq.gz				
SRR33937697	SRP591378	new	PRJNA1274439	SAMN48984116	MTN097-v1-stool	MTN097-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN097-v1-stool_S11_L001_R1_001.fastq.gz	MTN097-v1-stool_S11_L001_R2_001.fastq.gz				
SRR33937695	SRP591378	new	PRJNA1274439	SAMN48984117	MTN098-v1-stool	MTN098-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN098-v1-stool_S179_L001_R1_001.fastq.gz	MTN098-v1-stool_S179_L001_R2_001.fastq.gz				
SRR33937694	SRP591378	new	PRJNA1274439	SAMN48984118	MTN099-v1-stool	MTN099-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN099-v1-stool_S24_L001_R1_001.fastq.gz	MTN099-v1-stool_S24_L001_R2_001.fastq.gz				
SRR33937693	SRP591378	new	PRJNA1274439	SAMN48984119	MTN100-v1-stool	MTN100-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN100-v1-stool_S63_L001_R1_001.fastq.gz	MTN100-v1-stool_S63_L001_R2_001.fastq.gz				
SRR33937692	SRP591378	new	PRJNA1274439	SAMN48984120	MTN101-v1-stool	MTN101-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN101-v1-stool_S121_L001_R1_001.fastq.gz	MTN101-v1-stool_S121_L001_R2_001.fastq.gz				
SRR33937691	SRP591378	new	PRJNA1274439	SAMN48984121	MTN103-v1-stool	MTN103-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN103-v1-stool_S43_L001_R1_001.fastq.gz	MTN103-v1-stool_S43_L001_R2_001.fastq.gz				
SRR33937690	SRP591378	new	PRJNA1274439	SAMN48984122	MTN104-v1-stool	MTN104-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN104-v1-stool_S125_L001_R1_001.fastq.gz	MTN104-v1-stool_S125_L001_R2_001.fastq.gz				
SRR33937689	SRP591378	new	PRJNA1274439	SAMN48984123	MTN105-v1-stool	MTN105-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN105-v1-stool_S18_L001_R1_001.fastq.gz	MTN105-v1-stool_S18_L001_R2_001.fastq.gz				
SRR33937688	SRP591378	new	PRJNA1274439	SAMN48984124	MTN106-v1-stool	MTN106-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN106-v1-stool_S98_L001_R1_001.fastq.gz	MTN106-v1-stool_S98_L001_R2_001.fastq.gz				
SRR33937687	SRP591378	new	PRJNA1274439	SAMN48984125	MTN107-v1-stool	MTN107-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN107-v1-stool_S163_L001_R1_001.fastq.gz	MTN107-v1-stool_S163_L001_R2_001.fastq.gz				
SRR33937686	SRP591378	new	PRJNA1274439	SAMN48984126	MTN108-v1-stool	MTN108-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN108-v1-stool_S98_L001_R1_001.fastq.gz	MTN108-v1-stool_S98_L001_R2_001.fastq.gz				
SRR33937684	SRP591378	new	PRJNA1274439	SAMN48984127	MTN110-v1-stool	MTN110-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN110-v1-stool_S116_L001_R1_001.fastq.gz	MTN110-v1-stool_S116_L001_R2_001.fastq.gz				
SRR33937683	SRP591378	new	PRJNA1274439	SAMN48984128	MTN111-v1-stool	MTN111-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN111-v1-stool_S67_L001_R1_001.fastq.gz	MTN111-v1-stool_S67_L001_R2_001.fastq.gz				
SRR33937682	SRP591378	new	PRJNA1274439	SAMN48984129	MTN112-v1-stool	MTN112-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN112-v1-stool_S187_L001_R1_001.fastq.gz	MTN112-v1-stool_S187_L001_R2_001.fastq.gz				
SRR33937681	SRP591378	new	PRJNA1274439	SAMN48984130	MTN113-v1-stool	MTN113-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN113-v1-stool_S14_L001_R1_001.fastq.gz	MTN113-v1-stool_S14_L001_R2_001.fastq.gz				
SRR33937680	SRP591378	new	PRJNA1274439	SAMN48984131	MTN114-v1-stool	MTN114-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN114-v1-stool_S118_L001_R1_001.fastq.gz	MTN114-v1-stool_S118_L001_R2_001.fastq.gz				
SRR33937679	SRP591378	new	PRJNA1274439	SAMN48984132	MTN115-v1-stool	MTN115-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN115-v1-stool_S26_L001_R1_001.fastq.gz	MTN115-v1-stool_S26_L001_R2_001.fastq.gz				
SRR33937677	SRP591378	new	PRJNA1274439	SAMN48984133	MTN116-v1-stool	MTN116-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN116-v1-stool_S16_L001_R1_001.fastq.gz	MTN116-v1-stool_S16_L001_R2_001.fastq.gz				
SRR33937676	SRP591378	new	PRJNA1274439	SAMN48984134	MTN117-v1-stool	MTN117-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN117-v1-stool_S177_L001_R1_001.fastq.gz	MTN117-v1-stool_S177_L001_R2_001.fastq.gz				
SRR33937675	SRP591378	new	PRJNA1274439	SAMN48984135	MTN118-v1-stool	MTN118-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN118-v1-stool_S142_L001_R1_001.fastq.gz	MTN118-v1-stool_S142_L001_R2_001.fastq.gz				
SRR33937674	SRP591378	new	PRJNA1274439	SAMN48984136	MTN121-v1-stool	MTN121-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN121-v1-stool_S112_L001_R1_001.fastq.gz	MTN121-v1-stool_S112_L001_R2_001.fastq.gz				
SRR33938004	SRP591378	new	PRJNA1274439	SAMN48984137	MTN122-v1-stool	MTN122-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN122-v1-stool_S129_L001_R1_001.fastq.gz	MTN122-v1-stool_S129_L001_R2_001.fastq.gz				
SRR33938003	SRP591378	new	PRJNA1274439	SAMN48984138	MTN123-v1-stool	MTN123-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN123-v1-stool_S142_L001_R1_001.fastq.gz	MTN123-v1-stool_S142_L001_R2_001.fastq.gz				
SRR33938002	SRP591378	new	PRJNA1274439	SAMN48984139	MTN124-v1-stool-a	MTN124-v1-stool-a	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN124-v1-stool-a_S118_L001_R1_001.fastq.gz	MTN124-v1-stool-a_S118_L001_R2_001.fastq.gz				
SRR33938001	SRP591378	new	PRJNA1274439	SAMN48984140	MTN124-v1-stool-b	MTN124-v1-stool-b	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN124-v1-stool-b_S185_L001_R1_001.fastq.gz	MTN124-v1-stool-b_S185_L001_R2_001.fastq.gz				
SRR33938000	SRP591378	new	PRJNA1274439	SAMN48984141	MTN125-v1-stool	MTN125-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN125-v1-stool_S87_L001_R1_001.fastq.gz	MTN125-v1-stool_S87_L001_R2_001.fastq.gz				
SRR33937999	SRP591378	new	PRJNA1274439	SAMN48984142	MTN126-v1-stool	MTN126-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN126-v1-stool_S85_L001_R1_001.fastq.gz	MTN126-v1-stool_S85_L001_R2_001.fastq.gz				
SRR33937998	SRP591378	new	PRJNA1274439	SAMN48984143	MTN127-v1-stool	MTN127-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN127-v1-stool_S82_L001_R1_001.fastq.gz	MTN127-v1-stool_S82_L001_R2_001.fastq.gz				
SRR33937997	SRP591378	new	PRJNA1274439	SAMN48984144	MTN128-v1-stool	MTN128-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN128-v1-stool_S190_L001_R1_001.fastq.gz	MTN128-v1-stool_S190_L001_R2_001.fastq.gz				
SRR33937996	SRP591378	new	PRJNA1274439	SAMN48984145	MTN129-v1-stool	MTN129-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN129-v1-stool_S149_L001_R1_001.fastq.gz	MTN129-v1-stool_S149_L001_R2_001.fastq.gz				
SRR33937995	SRP591378	new	PRJNA1274439	SAMN48984146	MTN130-v1-stool	MTN130-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN130-v1-stool_S66_L001_R1_001.fastq.gz	MTN130-v1-stool_S66_L001_R2_001.fastq.gz				
SRR33937993	SRP591378	new	PRJNA1274439	SAMN48984147	MTN131-v1-stool	MTN131-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN131-v1-stool_S49_L001_R1_001.fastq.gz	MTN131-v1-stool_S49_L001_R2_001.fastq.gz				
SRR33937992	SRP591378	new	PRJNA1274439	SAMN48984148	MTN132-v1-stool	MTN132-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN132-v1-stool_S100_L001_R1_001.fastq.gz	MTN132-v1-stool_S100_L001_R2_001.fastq.gz				
SRR33937991	SRP591378	new	PRJNA1274439	SAMN48984149	MTN133-v1-stool	MTN133-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN133-v1-stool_S36_L001_R1_001.fastq.gz	MTN133-v1-stool_S36_L001_R2_001.fastq.gz				
SRR33937990	SRP591378	new	PRJNA1274439	SAMN48984150	MTN134-v1-stool	MTN134-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN134-v1-stool_S66_L001_R1_001.fastq.gz	MTN134-v1-stool_S66_L001_R2_001.fastq.gz				
SRR33937989	SRP591378	new	PRJNA1274439	SAMN48984151	MTN136-v1-stool	MTN136-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN136-v1-stool_S110_L001_R1_001.fastq.gz	MTN136-v1-stool_S110_L001_R2_001.fastq.gz				
SRR33937988	SRP591378	new	PRJNA1274439	SAMN48984152	MTN137-v1-stool	MTN137-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN137-v1-stool_S38_L001_R1_001.fastq.gz	MTN137-v1-stool_S38_L001_R2_001.fastq.gz				
SRR33937987	SRP591378	new	PRJNA1274439	SAMN48984153	MTN138-v1-stool	MTN138-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN138-v1-stool_S69_L001_R1_001.fastq.gz	MTN138-v1-stool_S69_L001_R2_001.fastq.gz				
SRR33937986	SRP591378	new	PRJNA1274439	SAMN48984154	MTN139-v1-stool	MTN139-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN139-v1-stool_S80_L001_R1_001.fastq.gz	MTN139-v1-stool_S80_L001_R2_001.fastq.gz				
SRR33937985	SRP591378	new	PRJNA1274439	SAMN48984155	MTN142-v1-stool	MTN142-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN142-v1-stool_S141_L001_R1_001.fastq.gz	MTN142-v1-stool_S141_L001_R2_001.fastq.gz				
SRR33937984	SRP591378	new	PRJNA1274439	SAMN48984156	MTN143-v1-stool	MTN143-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN143-v1-stool_S34_L001_R1_001.fastq.gz	MTN143-v1-stool_S34_L001_R2_001.fastq.gz				
SRR33937982	SRP591378	new	PRJNA1274439	SAMN48984157	MTN145-v1-stool	MTN145-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN145-v1-stool_S61_L001_R1_001.fastq.gz	MTN145-v1-stool_S61_L001_R2_001.fastq.gz				
SRR33937981	SRP591378	new	PRJNA1274439	SAMN48984158	MTN146-v1-stool	MTN146-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN146-v1-stool_S119_L001_R1_001.fastq.gz	MTN146-v1-stool_S119_L001_R2_001.fastq.gz				
SRR33937980	SRP591378	new	PRJNA1274439	SAMN48984159	MTN147-v1-stool	MTN147-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN147-v1-stool_S132_L001_R1_001.fastq.gz	MTN147-v1-stool_S132_L001_R2_001.fastq.gz				
SRR33937923	SRP591378	new	PRJNA1274439	SAMN48984160	MTN149-v1-stool	MTN149-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN149-v1-stool_S57_L001_R1_001.fastq.gz	MTN149-v1-stool_S57_L001_R2_001.fastq.gz				
SRR33937922	SRP591378	new	PRJNA1274439	SAMN48984161	MTN150-v1-stool	MTN150-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN150-v1-stool_S137_L001_R1_001.fastq.gz	MTN150-v1-stool_S137_L001_R2_001.fastq.gz				
SRR33937921	SRP591378	new	PRJNA1274439	SAMN48984162	MTN151-v1-stool	MTN151-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN151-v1-stool_S28_L001_R1_001.fastq.gz	MTN151-v1-stool_S28_L001_R2_001.fastq.gz				
SRR33937920	SRP591378	new	PRJNA1274439	SAMN48984163	MTN152-v1-stool	MTN152-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN152-v1-stool_S59_L001_R1_001.fastq.gz	MTN152-v1-stool_S59_L001_R2_001.fastq.gz				
SRR33937919	SRP591378	new	PRJNA1274439	SAMN48984164	MTN153-v1-stool	MTN153-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN153-v1-stool_S145_L001_R1_001.fastq.gz	MTN153-v1-stool_S145_L001_R2_001.fastq.gz				
SRR33937918	SRP591378	new	PRJNA1274439	SAMN48984165	MTN154-v1-stool	MTN154-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN154-v1-stool_S76_L001_R1_001.fastq.gz	MTN154-v1-stool_S76_L001_R2_001.fastq.gz				
SRR33937917	SRP591378	new	PRJNA1274439	SAMN48984166	MTN155-v1-stool	MTN155-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN155-v1-stool_S78_L001_R1_001.fastq.gz	MTN155-v1-stool_S78_L001_R2_001.fastq.gz				
SRR33937915	SRP591378	new	PRJNA1274439	SAMN48984167	MTN157-v1-stool	MTN157-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN157-v1-stool_S76_L001_R1_001.fastq.gz	MTN157-v1-stool_S76_L001_R2_001.fastq.gz				
SRR33937914	SRP591378	new	PRJNA1274439	SAMN48984168	MTN158-v1-stool	MTN158-v1-stool	16S human gut metagenome	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	The V4 region of the bacterial 16S rRNA gene was amplified in duplicate reactions, using primer set 515F/806R	fastq	MTN158-v1-stool_S130_L001_R1_001.fastq.gz	MTN158-v1-stool_S130_L001_R2_001.fastq.gz				
